7,78.4962,99.3495,6.72822
7,78.6779,99.9824,6.73071
7,78.0052,99.2331,6.6868
7,78.7099,99.0303,6.7555
7,78.5375,100.002,6.72583
7,78.9134,100.292,6.75487
7,78.7295,100.145,6.75641
7,79.1289,100.556,6.83594
7,78.9051,100.367,6.7737
7,79.0853,100.115,6.77336
7,78.4718,99.4708,6.72085
7,78.7681,100.263,6.74658
7,78.7812,99.7804,6.74116
7,78.9958,100.174,6.75074
7,78.715,99.9239,6.74678
7,78.9302,99.3355,6.77134
7,78.9213,100.026,6.74526
7,78.754,100.344,6.76563
7,78.6402,99.8886,6.73618
7,78.5775,99.8207,6.76395
7,78.7234,100.142,6.73721
7,78.3903,99.6377,6.69903
7,79.1235,100.468,6.82113
7,78.4781,99.8625,6.69811
7,78.8812,100.558,6.76251
7,78.4464,99.9469,6.68366
7,78.365,99.5346,6.72878
7,78.9704,99.5811,6.7632
7,79.1371,99.8177,6.79421
7,78.5865,100.127,6.72922
7,79.0538,100.433,6.78395
7,79.0209,100.357,6.77327
7,78.3811,99.7136,6.71422
7,78.6893,99.6793,6.73331
7,78.8641,100.156,6.75687
7,78.1003,99.4722,6.73545
7,78.7621,99.8534,6.76783
7,78.8382,100.125,6.75927
7,78.8889,99.9092,6.75604
7,78.7313,99.4998,6.75248
7,78.6347,100.077,6.72708
7,78.439,99.7135,6.74967
7,78.7515,99.9369,6.74105
7,78.7145,99.883,6.75405
7,79.0552,100.002,6.77236
7,78.6031,99.1115,6.73153
7,78.9028,100.344,6.76607
7,78.3253,99.6239,6.69636
7,78.8504,100.101,6.75874
7,78.7649,100.187,6.74304
7,78.681,100.303,6.74434
7,78.5201,99.5546,6.7354
7,78.2658,99.728,6.67739
7,78.5119,99.8293,6.6954
7,78.4692,99.7368,6.72479
7,78.78,100.21,6.74394
7,78.9704,100.266,6.76998
7,78.4131,99.6158,6.73754
7,79.0465,100.597,6.79587
7,78.5395,99.3334,6.72522
7,78.384,99.4172,6.72303
7,78.5642,99.4804,6.74304
7,78.8321,99.7568,6.74729
7,78.056,99.3797,6.68272
7,78.7733,100.328,6.74979
7,78.9646,100.4,6.77507
7,79.011,99.3091,6.77258
7,78.6512,100.257,6.74028
7,79.3731,100.247,6.81476
7,77.6541,99.1914,6.64772
7,76.9927,98.8703,6.581
7,78.834,100.093,6.73989
7,78.5659,99.9243,6.72772
7,78.119,98.8042,6.6823
7,78.9185,99.9011,6.78087
7,78.4408,99.7127,6.72105
7,78.7584,100.098,6.74905
7,78.4296,100.135,6.73233
7,78.2249,100.481,6.67729
7,78.8453,99.8049,6.75642
7,78.3775,99.9027,6.7012
7,78.5173,100.022,6.68831
7,78.813,99.6603,6.74779
7,78.4142,99.4135,6.68811
7,78.4687,99.8103,6.71302
7,78.4308,99.409,6.68915
7,78.7192,100.262,6.73326
7,78.8174,100.633,6.76875
7,78.4248,99.568,6.7322
7,78.4606,99.0748,6.68134
7,78.3473,99.4328,6.72109
7,78.6492,100.095,6.73693
7,78.6275,99.0791,6.72321
7,78.9628,99.303,6.77351
7,78.6042,100.002,6.73137
7,78.3869,98.7324,6.71321
7,78.5786,99.9066,6.73086
7,78.7256,99.8199,6.73918
7,78.432,99.5198,6.73447
7,78.9271,100.441,6.76886
7,78.7646,100.015,6.74695
7,78.7467,100.339,6.75246
7,78.6283,99.8106,6.73926
7,78.7741,99.8209,6.76827
7,78.7631,100.272,6.74236
7,78.4566,99.5849,6.72744
7,78.694,100.307,6.75208
7,77.95,99.3697,6.64874
7,77.8499,98.5379,6.61279
7,78.317,100.335,6.73444
7,78.8905,100.36,6.76641
7,78.7534,100.129,6.73078
7,78.9766,99.7665,6.768
7,78.3754,99.3469,6.71403
7,78.1999,99.3802,6.69267
7,78.7025,99.645,6.75321
7,78.5909,99.8712,6.72928
7,79.2163,100.397,6.79314
7,79.1248,100.459,6.77462
7,78.4607,99.9706,6.70819
7,78.4858,99.8213,6.71076
7,79.0351,99.9782,6.80729
7,78.7751,100.055,6.74547
7,78.1276,99.4826,6.65686
7,78.6772,99.3243,6.751
7,79.0212,100.266,6.7976
7,78.485,100.139,6.71702
7,78.3297,100.141,6.69487
7,78.646,99.4244,6.74857
7,78.7435,100.069,6.74218
